Año,D F,Reportado?,Categorías IPCC 2006,CO2-Absorciones en Gg,CO2 -Emisiones en Gg,CH4-Emisiones en Gg,N2O-Emisiones en Gg,HFC-32-Emisiones en Gg,HFC-125-Emisiones en Gg,HFC-134a-Emisiones en Gg,HFC-143a-Emisiones en Gg,HFC-152a-Emisiones en Gg,HFC-227ea-Emisiones en Gg,PFCs-Emisiones en Gg,SF6-Emisiones en Gg,NOX-Precursores en Gg,CO-Precursores en Gg,COVDM-Precursores en Gg,SO2-Precursores en Gg,CO2-Absorciones en Gg de CO2eq,CO2-Emisiones en Gg de CO2eq,CH4-Emisiones en Gg de CO2eq,N2O-Emisiones en Gg de CO2eq,HFC-32-Emisiones en Gg de CO2eq,HFC-125-Emisiones en Gg de CO2eq,HFC-134a-Emisiones en Gg de CO2eq,HFC-143a-Emisiones en Gg de CO2eq,HFC-152a-Emisiones en Gg de CO2eq,HFC-227ea-Emisiones en Gg de CO2eq,PFCs-Emisiones en Gg de CO2eq,SF6-Emisiones en Gg de CO2eq,Absorciones Totales.Gg de CO2eq,Emisiones totales (ΣGEI)-Gg de CO2eq,Con todas las emisiones y absorciones-Gg de CO2eq
2012,X,SI,2A4a Cerámicas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,D,SI,2A4b Otros usos de la ceniza de sosa,NA,60.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.81,60.81
2012,X,SI,2A4c Producción de magnesia no metalúrgica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2A4d Otros (especificar),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2.A.5 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,F,SI,2.B - Industria Química,NA,379.76,2.46E-01,2.55,NA,NA,NA,NA,NA,NA,NA,NA,2.09,1.10,9.87,1.90,NA,379.76,5.16,789.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,174.91","1,174.91"
2012,D,SI,2.B.1 - Producción de amoníaco,NA,144.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07E-01,NA,2.68E-03,NA,144.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.53,144.53
2012,D,SI,2.B.2 - Producción de ácido nítrico,NA,NA,NA,2.31,NA,NA,NA,NA,NA,NA,NA,NA,2.07,NA,NA,NA,NA,NA,NA,716.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,716.77,716.77
2012,X,SI,2.B.3 - Producción de ácido adípico,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2012,D,SI,2.B.4 - Producción de caprolactama. glioxil y ácido glioxílico,NA,NA,NA,2.36E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.21,73.21
2012,X,SI,2.B.5 - Producción de carburo,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2012,D,SI,2.B.6 - Producción de dióxido de titanio,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2012,X,SI,2.B.7 - Producción de ceniza de sosa,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2012,F,SI,2.B.8 - Producción petroquímica y de negro de humo,NA,235.24,2.46E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57E-02,3.93E-01,9.87,1.89,NA,235.24,5.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.40,240.40
2012,X,SI,2B8a Metanol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,D,SI,2B8b Etileno,NA,41.19,2.37E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.19,4.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.16,46.16
2012,D,SI,2B8c Dicloruro de etileno y monómero cloruro de vinilo,NA,90.97,6.99E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.97,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.12,91.12
2012,X,SI,2B8d Óxido de etileno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2B8e Acrilonitrilo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,D,SI,2B8f Negro de humo,NA,103.07,2.36E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.07,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.12,103.12
2012,X,SI,2B8g Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2.B.9 - Producción fluoroquímica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2B9a Emisiones de productos derivados,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2B9b Emisiones fugitivas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2.B.10 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,F,SI,2.C - Industria de los metales,NA,"1,272.35",1.52E-02,NA,NA,NA,NO,NA,NA,NA,NO,NO,5.21E-02,1.30E-03,3.91E-02,5.86E-02,NA,"1,272.35",0.32,NA,NA,NA,NO,NA,NA,NA,NO,NO,NA,"1,272.67","1,272.67"
2012,D,SI,2.C.1 - Producción de hierro y acero,NA,452.45,1.52E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21E-02,1.30E-03,3.91E-02,5.86E-02,NA,452.45,3.19E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.77,452.77
2012,D,SI,2.C.2 - Producción de ferroaleaciones,NA,819.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819.90,819.90
2012,X,SI,2.C.3 - Producción de aluminio,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2012,X,SI,2.C.4 - Producción de magnesio,NA,NO,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NO
2012,X,SI,2.C.5 - Producción de plomo,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
2012,X,SI,2.C.6 - Producción de zinc,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2012,X,SI,2.C.7 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,F,SI,2.D - Uso  de productos no energéticos de combustibles y de solvente,NA,23.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.17,NA,NA,23.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.32,23.32
2012,D,SI,2.D.1 - Uso de lubricantes,NA,3.23E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23E-01,3.23E-01
2012,D,SI,2.D.2 - Uso de cera de parafina,NA,23.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.00,23.00
2012,D,SI,2.D.3 - Uso de solventes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,D,SI,2.D.4 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2.E - Industria electrónica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO
2012,X,SI,2.E.1 - Circuitos integrados o semiconductores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2012,X,SI,2.E.2 - Pantalla plana tipo TFT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2012,X,SI,2.E.3 - Celdas fotovoltaícas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2012,X,SI,2.E.4 - Fluídos de transferencia térmica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2012,X,SI,2.E.5 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2012,F,SI,2.F - Uso de productos sustitutos de las sustancias que agotan la capa de ozono,NA,NA,NA,NA,1.03E-02,5.85E-02,6.26E-01,4.32E-02,1.48E-02,2.99E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,163.77,813.72,164.06,2.07,0.87,NA,NA,NA,"1,151.15","1,151.15"
2012,F,SI,2.F.1 - Refrigeración y aire acondicionado,NA,NA,NA,NA,1.03E-02,5.83E-02,6.25E-01,4.32E-02,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,163.14,812.63,164.06,NO,NO,NA,NA,NA,"1,146.49","1,146.49"
2012,F,SI,2F1a Refrigeración y  aire acondicionado estacionario,NA,NA,NA,NA,1.03E-02,5.80E-02,4.66E-01,4.29E-02,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,162.49,606.22,163.07,NO,NO,NA,NA,NA,938.45,938.45
2012,D,SI,2F1ai Refrigeración y  aire acondicionado estacionario - industria manufacturera,NA,NA,NA,NA,7.18E-05,6.82E-03,5.50E-02,8.42E-03,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67E-02,19.09,71.51,31.99,NO,NO,NA,NA,NA,122.64,122.64
2012,D,SI,2F1aii Refrigeración y  aire acondicionado estacionario - residencial,NA,NA,NA,NA,5.14E-03,1.10E-02,8.00E-02,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34,30.83,104.02,NO,NO,NO,NA,NA,NA,138.19,138.19
2012,D,SI,2F1aii Refrigeración y  aire acondicionado estacionario - comercial,NA,NA,NA,NA,5.05E-03,4.02E-02,3.31E-01,3.45E-02,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28,112.57,430.69,131.08,NO,NO,NA,NA,NA,677.62,677.62
2012,X,SI,2F1b Aire acondicionado móvil,NA,NA,NA,NA,NO,2.33E-04,1.59E-01,2.59E-04,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,0.65,206.41,0.98,NO,NO,NA,NA,NA,208.04,208.04
2012,D,SI,2F1bi Refrigeración movil (transporte refrigerado) - industria manufacturera,NA,NA,NA,NA,NO,1.75E-04,6.25E-04,2.59E-04,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,0.49,0.81,0.98,NO,NO,NA,NA,NA,2.29,2.29
2012,D,SI,2F1bii Aire acondicionado móvil,NA,NA,NA,NA,NO,5.83E-05,1.58E-01,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,0.16,205.60,NO,NO,NO,NA,NA,NA,205.76,205.76
2012,X,SI,2.F.2 - Agentes espumantes,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NO,NO
2012,D,SI,2.F.3 - Protección contra incendios,NA,NA,NA,NA,NA,2.26E-04,NO,NA,NA,2.99E-04,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32E-01,NO,NA,NA,8.68E-01,NO,NA,NA,1.50,1.50
2012,D,SI,2.F.4 - Aerosoles,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NO,NO
2012,D,SI,2.F.5 - Solventes,NA,NA,NA,NA,NA,NA,8.37E-04,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,NA,NA,NA,NO,NA,NA,1.09,1.09
2012,X,SI,2.F.6 - Otras aplicaciones,NA,NA,NA,NA,NA,NA,NO,NA,1.48E-02,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,2.07,NO,NA,NA,NA,2.07,2.07
2012,F,SI,2.G - Manufactura y utilización de otros productos,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NE,4.95E-03,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NE,118.35,NA,118.35,118.35
2012,F,SI,2.G.1 - Equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.35,NA,118.35,118.35
2012,X,SI,2G1a Manufactura de equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2G1b Uso de equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.35,NA,118.35,118.35
2012,X,SI,2G1c Eliminación de equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2.G.2 - SF6 y PFCs de otros usos de productos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NE,NE
2012,X,SI,2G2a Aplicaciones militares,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2G2b Aceleradores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2G2c Otros (especificar),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2.G.3 - N2O de usos de productos,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
2012,X,SI,2G3a Aplicaciones médicas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2G3b Propulsor para productos presurizados y aerosoles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2G3c Otros (especificar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,D,SI,2.G.4 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2.H - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79E-01,8.07,50.45,7.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,D,SI,2.H.1 - Industria de pulpa y el papel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79E-01,8.07,3.52,7.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,D,SI,2.H.2 -  Industria de la alimentación y bebidas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,X,SI,2.H.3 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,F,SI,3 - Agricultura. Silvicultura. y Otros Usos de la Tierra,"-23,262.62","94,976.49",1.11E+03,67.53,NA,NA,NA,NA,NA,NA,NA,NA,21.97,9.43E+02,NA,NA,"-23,262.62","94,976.49","23,247.05","20,934.15",NA,NA,NA,NA,NA,NA,NA,NA,"-23,262.62","139,157.68","115,895.06"
2012,F,SI,3.A - Ganadería,NE,NA,1.06E+03,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22,208.11",925.47,NA,NA,NA,NA,NA,NA,NA,NA,NE,"23,133.58","23,133.58"
2012,F,SI,3.A.1 - Fermentación entérica,NE,NA,1.01E+03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21,165.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"21,165.49","21,165.49"
2012,F,SI,3A1a Total Ganado Bovino,NE,NA,9.63E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,228.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"20,228.74","20,228.74"
2012,D,SI,3A1ai Ganado Bovino Vacas de Alta Produccion,NE,NA,3.87E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,812.99,812.99
2012,D,SI,3A1aii Ganado Bovino Vacas de Baja Produccion,NE,NA,1.73E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,629.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"3,629.26","3,629.26"
2012,D,SI,3A1aiii Ganado Bovino Vacas para produccion de carne,NE,NA,3.52E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7,385.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"7,385.25","7,385.25"
2012,D,SI,3A1aiv Ganado Bovino Toros utilizados con fines reproductivos,NE,NA,4.02E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,843.20,843.20
2012,D,SI,3A1av Ganado Bovino Terneros pre-destetos,NE,NA,8.14E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,709.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,709.42","1,709.42"
2012,D,SI,3A1avi Ganado Bovino Terneras de remplazo,NE,NA,8.51E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,786.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,786.21","1,786.21"
2012,D,SI,3A1avii Ganado Bovino Ganado de engorde,NE,NA,1.93E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4,062.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"4,062.42","4,062.42"
2012,D,SI,3A1b Búfalos,NE,NA,1.34E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,282.22,282.22
2012,D,SI,3A1c Ovinos,NE,NA,5.23E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,109.77,109.77
2012,D,SI,3A1d Caprinos,NE,NA,4.02E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,84.41,84.41
2012,X,SI,3A1e Camellos,NE,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2012,D,SI,3A1f Caballos,NE,NA,1.62E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,340.13,340.13
2012,D,SI,3A1g Mulas y asnos,NE,NA,2.94E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,61.72,61.72
2012,F,SI,3A1h Porcinos,NE,NA,2.79E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,58.51,58.51
2012,D,SI,3A1hi Porcinos < 6 meses,NE,NA,1.15E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,24.20,24.20
2012,D,SI,3A1hii Porcinos > 6 meses,NE,NA,1.63E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,34.31,34.31
2012,X,SI,3A1j Otros,NE,NA,0.00E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,0.00,0.00
2012,F,SI,3.A.2 - Gestión de estiércol,NE,NA,4.96E+01,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,042.62",925.47,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,968.09","1,968.09"
2012,F,SI,3A2a Total Ganado Bovino,NE,NA,2.27E+01,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.00,242.68,NA,NA,NA,NA,NA,NA,NA,NA,NE,718.68,718.68
2012,D,SI,3A2ai Ganado Bovino Vacas de Alta Produccion,NE,NA,4.57E-01,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.61,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NE,9.61,9.61
2012,D,SI,3A2aii Ganado Bovino Vacas de Baja Produccion,NE,NA,2.86E+00,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.04,48.19,NA,NA,NA,NA,NA,NA,NA,NA,NE,108.23,108.23
2012,D,SI,3A2aiii Ganado Bovino Vacas para produccion de carne,NE,NA,6.63E+00,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.21,80.62,NA,NA,NA,NA,NA,NA,NA,NA,NE,219.83,219.83
2012,D,SI,3A2aiv Ganado Bovino Toros utilizados con fines reproductivos,NE,NA,6.98E-01,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.66,12.06,NA,NA,NA,NA,NA,NA,NA,NA,NE,26.72,26.72
2012,D,SI,3A2av Ganado Bovino Terneros pre-destetos,NE,NA,4.04E+00,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.85,18.10,NA,NA,NA,NA,NA,NA,NA,NA,NE,102.95,102.95
2012,D,SI,3A2avi Ganado Bovino Terneras de remplazo,NE,NA,2.75E+00,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.78,25.10,NA,NA,NA,NA,NA,NA,NA,NA,NE,82.88,82.88
2012,D,SI,3A2avii Ganado Bovino Ganado de engorde,NE,NA,5.23E+00,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.86,58.60,NA,NA,NA,NA,NA,NA,NA,NA,NE,168.46,168.46
