Año,D F,Reportado?,Categorías IPCC 2006,CO2-Absorciones en Gg,CO2 -Emisiones en Gg,CH4-Emisiones en Gg,N2O-Emisiones en Gg,HFC-32-Emisiones en Gg,HFC-125-Emisiones en Gg,HFC-134a-Emisiones en Gg,HFC-143a-Emisiones en Gg,HFC-152a-Emisiones en Gg,HFC-227ea-Emisiones en Gg,PFCs-Emisiones en Gg,SF6-Emisiones en Gg,NOX-Precursores en Gg,CO-Precursores en Gg,COVDM-Precursores en Gg,SO2-Precursores en Gg,CO2-Absorciones en Gg de CO2eq,CO2-Emisiones en Gg de CO2eq,CH4-Emisiones en Gg de CO2eq,N2O-Emisiones en Gg de CO2eq,HFC-32-Emisiones en Gg de CO2eq,HFC-125-Emisiones en Gg de CO2eq,HFC-134a-Emisiones en Gg de CO2eq,HFC-143a-Emisiones en Gg de CO2eq,HFC-152a-Emisiones en Gg de CO2eq,HFC-227ea-Emisiones en Gg de CO2eq,PFCs-Emisiones en Gg de CO2eq,SF6-Emisiones en Gg de CO2eq,Absorciones Totales.Gg de CO2eq,Emisiones totales (ΣGEI)-Gg de CO2eq,Con todas las emisiones y absorciones-Gg de CO2eq
1996,X,SI,2B8a Metanol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,D,SI,2B8b Etileno,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1996,D,SI,2B8c Dicloruro de etileno y monómero cloruro de vinilo,NA,60.12,4.62E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.12,9.70E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.21,60.21
1996,X,SI,2B8d Óxido de etileno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,X,SI,2B8e Acrilonitrilo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,D,SI,2B8f Negro de humo,NA,110.58,2.53E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.58,5.32E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.64,110.64
1996,X,SI,2B8g Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,X,SI,2.B.9 - Producción fluoroquímica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,X,SI,2B9a Emisiones de productos derivados,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,X,SI,2B9b Emisiones fugitivas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,X,SI,2.B.10 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,F,SI,2.C - Industria de los metales,NA,991.96,2.35E-02,NA,NA,NA,NO,NA,NA,NA,NO,NO,2.78E-02,6.95E-04,2.09E-02,3.13E-02,NA,991.96,4.94E-01,NA,NA,NA,NO,NA,NA,NA,NO,NO,NA,992.45,992.45
1996,D,SI,2.C.1 - Producción de hierro y acero,NA,594.45,2.35E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78E-02,6.95E-04,2.09E-02,3.13E-02,NA,594.45,4.94E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.95,594.95
1996,D,SI,2.C.2 - Producción de ferroaleaciones,NA,397.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.50,397.50
1996,X,SI,2.C.3 - Producción de aluminio,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1996,X,SI,2.C.4 - Producción de magnesio,NA,NO,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NO
1996,X,SI,2.C.5 - Producción de plomo,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
1996,X,SI,2.C.6 - Producción de zinc,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1996,X,SI,2.C.7 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,F,SI,2.D - Uso  de productos no energéticos de combustibles y de solvente,NA,23.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.96,NA,NA,23.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.90,23.90
1996,D,SI,2.D.1 - Uso de lubricantes,NA,2.05E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05E-01,2.05E-01
1996,D,SI,2.D.2 - Uso de cera de parafina,NA,23.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.69,23.69
1996,D,SI,2.D.3 - Uso de solventes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,D,SI,2.D.4 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,X,SI,2.E - Industria electrónica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO
1996,X,SI,2.E.1 - Circuitos integrados o semiconductores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1996,X,SI,2.E.2 - Pantalla plana tipo TFT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1996,X,SI,2.E.3 - Celdas fotovoltaícas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1996,X,SI,2.E.4 - Fluídos de transferencia térmica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1996,X,SI,2.E.5 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
1996,F,SI,2.F - Uso de productos sustitutos de las sustancias que agotan la capa de ozono,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1996,F,SI,2.F.1 - Refrigeración y aire acondicionado,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1996,F,SI,2F1a Refrigeración y  aire acondicionado estacionario,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1996,D,SI,2F1ai Refrigeración y  aire acondicionado estacionario - industria manufacturera,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1996,D,SI,2F1aii Refrigeración y  aire acondicionado estacionario - residencial,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1996,D,SI,2F1aii Refrigeración y  aire acondicionado estacionario - comercial,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1996,X,SI,2F1b Aire acondicionado móvil,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1996,D,SI,2F1bi Refrigeración movil (transporte refrigerado) - industria manufacturera,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1996,D,SI,2F1bii Aire acondicionado móvil,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
1996,X,SI,2.F.2 - Agentes espumantes,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NO,NO
1996,D,SI,2.F.3 - Protección contra incendios,NA,NA,NA,NA,NA,NO,NO,NA,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NA,NA,NO,NO,NA,NA,NO,NO
1996,D,SI,2.F.4 - Aerosoles,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NO,NO
1996,D,SI,2.F.5 - Solventes,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NO,NA,NA,NO,NO
1996,X,SI,2.F.6 - Otras aplicaciones,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NO,NO
1996,F,SI,2.G - Manufactura y utilización de otros productos,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NE,1.59E-03,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NE,37.93,NA,37.93,37.93
1996,F,SI,2.G.1 - Equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.93,NA,37.93,37.93
1996,X,SI,2G1a Manufactura de equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,X,SI,2G1b Uso de equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.93,NA,37.93,37.93
1996,X,SI,2G1c Eliminación de equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,X,SI,2.G.2 - SF6 y PFCs de otros usos de productos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NE,NE
1996,X,SI,2G2a Aplicaciones militares,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,X,SI,2G2b Aceleradores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,X,SI,2G2c Otros (especificar),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,X,SI,2.G.3 - N2O de usos de productos,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
1996,X,SI,2G3a Aplicaciones médicas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,X,SI,2G3b Propulsor para productos presurizados y aerosoles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,X,SI,2G3c Otros (especificar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,D,SI,2.G.4 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,X,SI,2.H - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81E-01,5.31,44.74,5.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,D,SI,2.H.1 - Industria de pulpa y el papel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81E-01,5.31,2.32,5.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,D,SI,2.H.2 -  Industria de la alimentación y bebidas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,X,SI,2.H.3 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,F,SI,3 - Agricultura. Silvicultura. y Otros Usos de la Tierra,"-12,062.49","126,705.53",9.71E+02,59.16,NA,NA,NA,NA,NA,NA,NA,NA,6.70E+00,1.73E+02,NA,NA,"-12,062.49","126,705.53",2.04E+04,"18,341.08",NA,NA,NA,NA,NA,NA,NA,NA,"-12,062.49","165,446.55","153,384.06"
1996,F,SI,3.A - Ganadería,NE,NA,9.53E+02,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00E+04,729.44,NA,NA,NA,NA,NA,NA,NA,NA,NE,"20,740.79","20,740.79"
1996,F,SI,3.A.1 - Fermentación entérica,NE,NA,9.10E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91E+04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"19,105.09","19,105.09"
1996,F,SI,3A1a Total Ganado Bovino,NE,NA,8.12E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71E+04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"17,056.70","17,056.70"
1996,D,SI,3A1ai Ganado Bovino Vacas de Alta Produccion,NE,NA,3.09E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,648.93,648.93
1996,D,SI,3A1aii Ganado Bovino Vacas de Baja Produccion,NE,NA,1.37E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87E+03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"2,867.94","2,867.94"
1996,D,SI,3A1aiii Ganado Bovino Vacas para produccion de carne,NE,NA,2.66E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59E+03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"5,589.17","5,589.17"
1996,D,SI,3A1aiv Ganado Bovino Toros utilizados con fines reproductivos,NE,NA,4.56E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,958.08,958.08
1996,D,SI,3A1av Ganado Bovino Terneros pre-destetos,NE,NA,4.96E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04E+03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,042.12","1,042.12"
1996,D,SI,3A1avi Ganado Bovino Terneras de remplazo,NE,NA,8.28E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74E+03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,738.83","1,738.83"
1996,D,SI,3A1avii Ganado Bovino Ganado de engorde,NE,NA,2.01E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21E+03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"4,211.63","4,211.63"
1996,D,SI,3A1b Búfalos,NE,NA,0.00E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,0.00,0.00
1996,D,SI,3A1c Ovinos,NE,NA,8.49E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,178.27,178.27
1996,D,SI,3A1d Caprinos,NE,NA,1.12E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,236.16,236.16
1996,X,SI,3A1e Camellos,NE,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
1996,D,SI,3A1f Caballos,NE,NA,6.24E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31E+03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,310.82","1,310.82"
1996,D,SI,3A1g Mulas y asnos,NE,NA,1.18E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,247.63,247.63
1996,F,SI,3A1h Porcinos,NE,NA,3.60E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,75.51,75.51
1996,D,SI,3A1hi Porcinos < 6 meses,NE,NA,2.28E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,47.97,47.97
1996,D,SI,3A1hii Porcinos > 6 meses,NE,NA,1.31E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,27.54,27.54
1996,X,SI,3A1j Otros,NE,NA,0.00E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,0.00,0.00
1996,F,SI,3.A.2 - Gestión de estiércol,NE,NA,4.32E+01,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.06E+02,729.44,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,635.70","1,635.70"
1996,F,SI,3A2a Total Ganado Bovino,NE,NA,1.97E+01,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13E+02,222.47,NA,NA,NA,NA,NA,NA,NA,NA,NE,635.84,635.84
1996,D,SI,3A2ai Ganado Bovino Vacas de Alta Produccion,NE,NA,3.67E-01,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.72E+00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NE,7.72,7.72
1996,D,SI,3A2aii Ganado Bovino Vacas de Baja Produccion,NE,NA,2.63E+00,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.52E+01,52.16,NA,NA,NA,NA,NA,NA,NA,NA,NE,107.36,107.36
1996,D,SI,3A2aiii Ganado Bovino Vacas para produccion de carne,NE,NA,5.66E+00,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19E+02,70.63,NA,NA,NA,NA,NA,NA,NA,NA,NE,189.46,189.46
1996,D,SI,3A2aiv Ganado Bovino Toros utilizados con fines reproductivos,NE,NA,6.14E-01,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29E+01,10.81,NA,NA,NA,NA,NA,NA,NA,NA,NE,23.70,23.70
1996,D,SI,3A2av Ganado Bovino Terneros pre-destetos,NE,NA,3.60E+00,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.57E+01,17.29,NA,NA,NA,NA,NA,NA,NA,NA,NE,92.95,92.95
1996,D,SI,3A2avi Ganado Bovino Terneras de remplazo,NE,NA,2.41E+00,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05E+01,20.79,NA,NA,NA,NA,NA,NA,NA,NA,NE,71.30,71.30
1996,D,SI,3A2avii Ganado Bovino Ganado de engorde,NE,NA,4.41E+00,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.26E+01,50.79,NA,NA,NA,NA,NA,NA,NA,NA,NE,143.35,143.35
1996,D,SI,3A2b Búfalos,NE,NA,0.00E+00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,0.00,0.00
1996,D,SI,3A2c Ovinos,NE,NA,1.70E-01,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57E+00,4.94,NA,NA,NA,NA,NA,NA,NA,NA,NE,8.51,8.51
1996,D,SI,3A2d Caprinos,NE,NA,4.95E-01,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04E+01,8.22,NA,NA,NA,NA,NA,NA,NA,NA,NE,18.61,18.61
1996,D,SI,3A2e Camellos,NE,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
1996,D,SI,3A2f Caballos,NE,NA,5.69E+00,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19E+02,33.75,NA,NA,NA,NA,NA,NA,NA,NA,NE,153.18,153.18
1996,D,SI,3A2g Mulas y asnos,NE,NA,1.06E+00,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23E+01,6.27,NA,NA,NA,NA,NA,NA,NA,NA,NE,28.56,28.56
1996,F,SI,3A2h Porcinos,NE,NA,3.60E+00,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55E+01,251.54,NA,NA,NA,NA,NA,NA,NA,NA,NE,327.05,327.05
1996,D,SI,3A2hi Porcinos < 6 meses,NE,NA,2.28E+00,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80E+01,110.29,NA,NA,NA,NA,NA,NA,NA,NA,NE,158.26,158.26
1996,D,SI,3A2hii Porcinos > 6 meses,NE,NA,1.31E+00,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75E+01,141.25,NA,NA,NA,NA,NA,NA,NA,NA,NE,168.79,168.79
1996,D,SI,3A2j Otros,NE,NA,1.25E+01,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62E+02,202.25,NA,NA,NA,NA,NA,NA,NA,NA,NE,463.96,463.96
1996,F,SI,3.B - Tierra,"-12,062.49","126,705.53",9.00E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-12,062.49","126,705.53",1.89E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-12,062.49","126,724.44","114,661.95"
1996,F,SI,3.B.1 - Tierras forestales,"-8,214.19","52,419.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-8,214.19","52,419.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-8,214.19","52,419.09","44,204.90"
1996,F,SI,3B1a Tierras forestales que permanecen como tales,"-4,442.87","52,419.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4,442.87","52,419.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-4,442.87","52,419.09","47,976.22"
1996,F,SI,3B1ai Tierras forestales que permanecen como tales(Bosque natural),0.00,"23,751.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"23,751.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,"23,751.98","23,751.98"
